Age,Age Group,City,customer_code,Year,Quarter,Month,Day,Sum of Estimated Settlement Amount,Sum of Final Premium Amount,Sum of Settlement %
60,51-65,Hyderabad,SUN7HLK,1964,Qtr 1,January,24,₹ 74774,45058,0.660
60,51-65,Hyderabad,SUN80R,1964,Qtr 1,January,8,₹ 27481,16560,0.660
60,51-65,Hyderabad,SUN92ZT,1964,Qtr 3,September,12,₹ 99276,59823,0.660
60,51-65,Hyderabad,SUNBE,1964,Qtr 3,July,2,₹ 290645,175140,0.660
60,51-65,Hyderabad,SUNBXG5,1964,Qtr 4,November,14,₹ 50221,30263,0.660
60,51-65,Hyderabad,SUNCORX,1964,Qtr 3,September,7,₹ 284372,171360,0.660
60,51-65,Hyderabad,SUNDON,1964,Qtr 2,June,11,₹ 75673,45600,0.660
60,51-65,Hyderabad,SUNEKZ,1964,Qtr 2,June,23,₹ 103155,62160,0.660
60,51-65,Hyderabad,SUNESHU,1964,Qtr 4,October,30,₹ 172654,104040,0.660
60,51-65,Hyderabad,SUNIVMP,1964,Qtr 2,June,14,₹ 179141,107949,0.660
60,51-65,Hyderabad,SUNL5HB,1964,Qtr 3,September,21,₹ 102937,62029,0.660
60,51-65,Hyderabad,SUNLX9,1964,Qtr 4,October,5,₹ 102154,61557,0.660
60,51-65,Hyderabad,SUNN52,1964,Qtr 4,October,14,₹ 285109,171804,0.660
60,51-65,Hyderabad,SUNOJM,1964,Qtr 4,October,24,₹ 39576,23848,0.660
60,51-65,Hyderabad,SUNQ80,1964,Qtr 2,June,7,₹ 29692,17892,0.660
60,51-65,Hyderabad,SUNQ9P7,1964,Qtr 1,February,14,₹ 73690,44405,0.660
60,51-65,Hyderabad,SUNR8X,1964,Qtr 1,February,3,₹ 17549,10575,0.660
60,51-65,Hyderabad,SUNSFS9,1964,Qtr 3,August,6,₹ 38821,23393,0.660
60,51-65,Hyderabad,SUNSKEK,1964,Qtr 4,October,12,₹ 98070,59096,0.660
60,51-65,Hyderabad,SUNV7D,1964,Qtr 4,October,12,₹ 102195,61582,0.660
60,51-65,Hyderabad,SUNX3F,1964,Qtr 3,July,21,₹ 27896,16810,0.660
60,51-65,Hyderabad,SUNYESY,1964,Qtr 4,October,5,₹ 105899,63814,0.660
60,51-65,Indore,SUN2CSL,1964,Qtr 2,June,24,₹ 96624,58225,0.660
60,51-65,Indore,SUN58F,1964,Qtr 4,October,12,₹ 12372,7455,0.660
60,51-65,Indore,SUN5RB,1964,Qtr 1,February,20,₹ 301100,181440,0.660
60,51-65,Indore,SUNGOA,1964,Qtr 1,March,29,₹ 12111,7298,0.660
60,51-65,Indore,SUNL0FJ,1964,Qtr 3,September,8,₹ 50221,30263,0.660
60,51-65,Indore,SUNMSI6,1964,Qtr 2,May,18,₹ 181541,109395,0.660
60,51-65,Indore,SUNP8OI,1964,Qtr 1,March,17,₹ 102154,61557,0.660
60,51-65,Indore,SUNURT,1964,Qtr 2,June,13,₹ 75227,45331,0.660
60,51-65,Indore,SUNUTQ8,1964,Qtr 3,September,27,₹ 105159,63368,0.660
60,51-65,Indore,SUNVNIB,1964,Qtr 4,November,10,₹ 51735,31175,0.660
60,51-65,Indore,SUNX77H,1964,Qtr 2,April,24,₹ 38799,23380,0.660
60,51-65,Indore,SUNZAA3,1964,Qtr 2,April,18,₹ 29483,17766,0.660
60,51-65,Indore,SUNZH9,1964,Qtr 1,January,26,₹ 181541,109395,0.660
60,51-65,Mumbai,SUN04W,1964,Qtr 3,August,29,₹ 40248,24253,0.660
60,51-65,Mumbai,SUN0ISF,1964,Qtr 2,April,10,₹ 77331,46599,0.660
60,51-65,Mumbai,SUN1R6Q,1964,Qtr 2,April,22,₹ 105899,63814,0.660
60,51-65,Mumbai,SUN1W7Y,1964,Qtr 3,July,3,₹ 105899,63814,0.660
60,51-65,Mumbai,SUN2RE,1964,Qtr 3,July,15,₹ 51449,31003,0.660
60,51-65,Mumbai,SUN2W5R,1964,Qtr 3,July,25,₹ 40706,24529,0.660
60,51-65,Mumbai,SUN3H,1964,Qtr 3,September,19,₹ 80092,48263,0.660
60,51-65,Mumbai,SUN66MS,1964,Qtr 4,December,5,₹ 28306,17057,0.660
60,51-65,Mumbai,SUN6WE,1964,Qtr 2,April,8,₹ 75753,45648,0.660
60,51-65,Mumbai,SUN71M1,1964,Qtr 2,April,14,₹ 103155,62160,0.660
60,51-65,Mumbai,SUN7KO,1964,Qtr 1,February,21,₹ 278796,168000,0.660
60,51-65,Mumbai,SUN9AD,1964,Qtr 1,January,28,₹ 12051,7262,0.660
60,51-65,Mumbai,SUNAY45,1964,Qtr 1,February,28,₹ 51700,31154,0.660
60,51-65,Mumbai,SUNB2S6,1964,Qtr 2,April,25,₹ 104417,62921,0.660
60,51-65,Mumbai,SUND3A,1964,Qtr 3,July,14,₹ 99276,59823,0.660
60,51-65,Mumbai,SUNF0R,1964,Qtr 3,September,6,₹ 28855,17388,0.660
60,51-65,Mumbai,SUNHKYW,1964,Qtr 1,March,4,₹ 290466,175032,0.660
60,51-65,Mumbai,SUNIWT,1964,Qtr 3,September,28,₹ 101455,61136,0.660
60,51-65,Mumbai,SUNK7AT,1964,Qtr 2,April,23,₹ 295364,177984,0.660
60,51-65,Mumbai,SUNLP9,1964,Qtr 4,November,6,₹ 11794,7107,0.660
60,51-65,Mumbai,SUNQDR,1964,Qtr 1,March,9,₹ 12111,7298,0.660
60,51-65,Mumbai,SUNQMKB,1964,Qtr 1,March,1,₹ 290645,175140,0.660
60,51-65,Mumbai,SUNRG,1964,Qtr 4,October,2,₹ 18819,11340,0.660
60,51-65,Mumbai,SUNRJ7,1964,Qtr 4,December,1,₹ 53197,32056,0.660
60,51-65,Mumbai,SUNT8K,1964,Qtr 3,September,21,₹ 75753,45648,0.660
60,51-65,Mumbai,SUNUAL,1964,Qtr 1,March,27,₹ 105159,63368,0.660
60,51-65,Mumbai,SUNUQPA,1964,Qtr 1,March,25,₹ 11849,7140,0.660
60,51-65,Mumbai,SUNWEGA,1964,Qtr 1,February,16,₹ 39392,23737,0.660
60,51-65,Mumbai,SUNWXZ,1964,Qtr 2,April,17,₹ 27083,16320,0.660
60,51-65,Mumbai,SUNXM4F,1964,Qtr 2,April,14,₹ 18427,11104,0.660
60,51-65,Mumbai,SUNXO7,1964,Qtr 3,September,30,₹ 53947,32508,0.660
60,51-65,Mumbai,SUNY2C,1964,Qtr 4,November,1,₹ 39576,23848,0.660
60,51-65,Mumbai,SUNZ6E7,1964,Qtr 3,August,4,₹ 51325,30928,0.660
61,51-65,Chennai,SUN1O4L,1963,Qtr 1,January,7,₹ 17677,10633,0.663
61,51-65,Chennai,SUN4LQP,1963,Qtr 2,May,22,₹ 182912,110022,0.663
61,51-65,Chennai,SUN4VYH,1963,Qtr 1,March,14,₹ 182950,110045,0.663
61,51-65,Chennai,SUN6O3,1963,Qtr 4,December,29,₹ 40213,24188,0.663
61,51-65,Chennai,SUNAUY,1963,Qtr 2,June,25,₹ 39647,23848,0.663
61,51-65,Chennai,SUNBJ8,1963,Qtr 2,April,19,₹ 18329,11025,0.663
61,51-65,Chennai,SUNEEGB,1963,Qtr 4,November,24,₹ 40213,24188,0.663
61,51-65,Chennai,SUNF19,1963,Qtr 3,August,12,₹ 72570,43651,0.663
61,51-65,Chennai,SUNFB1,1963,Qtr 4,November,6,₹ 280816,168912,0.663
61,51-65,Chennai,SUNHZ5,1963,Qtr 3,August,2,₹ 41687,25075,0.663
61,51-65,Chennai,SUNJUJ,1963,Qtr 3,July,30,₹ 38036,22879,0.663
61,51-65,Chennai,SUNKQK,1963,Qtr 4,December,3,₹ 295898,177984,0.663
61,51-65,Chennai,SUNL0H,1963,Qtr 2,June,19,₹ 293026,176256,0.663
61,51-65,Chennai,SUNMZQ,1963,Qtr 4,December,12,₹ 106832,64260,0.663
61,51-65,Chennai,SUNOEM,1963,Qtr 1,February,22,₹ 106091,63814,0.663
61,51-65,Chennai,SUNPEH,1963,Qtr 1,March,29,₹ 101886,61285,0.663
61,51-65,Chennai,SUNQBD,1963,Qtr 1,January,3,₹ 28151,16933,0.663
61,51-65,Chennai,SUNQP,1963,Qtr 4,November,19,₹ 285285,171600,0.663
61,51-65,Chennai,SUNQU1H,1963,Qtr 4,December,19,₹ 12219,7350,0.663
61,51-65,Chennai,SUNVOC,1963,Qtr 2,June,27,₹ 11870,7140,0.663
61,51-65,Chennai,SUNVPAV,1963,Qtr 1,March,17,₹ 38891,23393,0.663
61,51-65,Delhi NCR,SUN04DD,1963,Qtr 3,September,5,₹ 38036,22879,0.663
61,51-65,Delhi NCR,SUN064Z,1963,Qtr 4,November,23,₹ 11305,6800,0.663
61,51-65,Delhi NCR,SUN0IR,1963,Qtr 2,May,28,₹ 297455,178920,0.663
61,51-65,Delhi NCR,SUN0PW,1963,Qtr 2,April,26,₹ 188636,113465,0.663
61,51-65,Delhi NCR,SUN26QB,1963,Qtr 2,June,23,₹ 179020,107681,0.663
61,51-65,Delhi NCR,SUN2EY2,1963,Qtr 1,January,12,₹ 103865,62475,0.663
61,51-65,Delhi NCR,SUN3KH,1963,Qtr 2,May,17,₹ 50312,30263,0.663
61,51-65,Delhi NCR,SUN3VKV,1963,Qtr 3,August,22,₹ 102380,61582,0.663
61,51-65,Delhi NCR,SUN4HB,1963,Qtr 1,January,10,₹ 39702,23881,0.663
61,51-65,Delhi NCR,SUN4J73,1963,Qtr 1,March,6,₹ 53015,31889,0.663
61,51-65,Delhi NCR,SUN5CB,1963,Qtr 3,September,8,₹ 106091,63814,0.663
61,51-65,Delhi NCR,SUN5OJS,1963,Qtr 3,August,13,₹ 78578,47265,0.663
61,51-65,Delhi NCR,SUN5ONU,1963,Qtr 1,February,15,₹ 275310,165600,0.663
61,51-65,Delhi NCR,SUN5VXH,1963,Qtr 1,January,17,₹ 271320,163200,0.663
61,51-65,Delhi NCR,SUN624,1963,Qtr 1,February,17,₹ 29955,18018,0.663
61,51-65,Delhi NCR,SUN6HXE,1963,Qtr 4,December,9,₹ 52866,31799,0.663
61,51-65,Delhi NCR,SUN76H,1963,Qtr 3,August,16,₹ 290991,175032,0.663
61,51-65,Delhi NCR,SUN7CD2,1963,Qtr 1,February,2,₹ 285624,171804,0.663
61,51-65,Delhi NCR,SUN7CM,1963,Qtr 4,November,24,₹ 277305,166800,0.663
61,51-65,Delhi NCR,SUN8GMG,1963,Qtr 4,November,5,₹ 39749,23909,0.663
61,51-65,Delhi NCR,SUN95EO,1963,Qtr 3,September,28,₹ 52543,31605,0.663
61,51-65,Delhi NCR,SUN98GR,1963,Qtr 4,December,18,₹ 182950,110045,0.663
61,51-65,Delhi NCR,SUN9A,1963,Qtr 4,October,11,₹ 102339,61557,0.663
61,51-65,Delhi NCR,SUN9KOG,1963,Qtr 4,December,29,₹ 52543,31605,0.663
61,51-65,Delhi NCR,SUNA1BH,1963,Qtr 3,August,18,₹ 104500,62857,0.663
61,51-65,Delhi NCR,SUNA2RW,1963,Qtr 1,January,13,₹ 107574,64706,0.663
61,51-65,Delhi NCR,SUNBOX,1963,Qtr 1,February,5,₹ 29327,17640,0.663
61,51-65,Delhi NCR,SUNDKTT,1963,Qtr 2,April,13,₹ 40522,24374,0.663
61,51-65,Delhi NCR,SUNDR1H,1963,Qtr 2,April,8,₹ 11987,7210,0.663
61,51-65,Delhi NCR,SUNDSB,1963,Qtr 2,April,28,₹ 29327,17640,0.663
61,51-65,Delhi NCR,SUNEGXL,1963,Qtr 3,September,25,₹ 276746,166464,0.663
61,51-65,Delhi NCR,SUNF2R,1963,Qtr 1,February,8,₹ 39463,23737,0.663
61,51-65,Delhi NCR,SUNFRI,1963,Qtr 2,June,5,₹ 277305,166800,0.663
61,51-65,Delhi NCR,SUNG9HN,1963,Qtr 2,June,10,₹ 39355,23672,0.663
61,51-65,Delhi NCR,SUNGDLM,1963,Qtr 2,June,28,₹ 29385,17675,0.663
61,51-65,Delhi NCR,SUNGKT,1963,Qtr 2,April,20,₹ 77945,46884,0.663
61,51-65,Delhi NCR,SUNGTU,1963,Qtr 4,December,24,₹ 38036,22879,0.663
61,51-65,Delhi NCR,SUNGUYO,1963,Qtr 3,July,2,₹ 12045,7245,0.663
61,51-65,Delhi NCR,SUNHEVH,1963,Qtr 3,August,24,₹ 185621,111652,0.663
61,51-65,Delhi NCR,SUNHL2,1963,Qtr 3,August,22,₹ 74704,44935,0.663
61,51-65,Delhi NCR,SUNHVXM,1963,Qtr 1,February,16,₹ 41687,25075,0.663
61,51-65,Delhi NCR,SUNI4DV,1963,Qtr 4,October,4,₹ 30374,18270,0.663
61,51-65,Delhi NCR,SUNI9OL,1963,Qtr 4,November,12,₹ 179326,107865,0.663
61,51-65,Delhi NCR,SUNIFA,1963,Qtr 1,March,4,₹ 101617,61123,0.663
61,51-65,Delhi NCR,SUNIT9T,1963,Qtr 4,November,9,₹ 293026,176256,0.663
61,51-65,Delhi NCR,SUNIU6,1963,Qtr 2,June,9,₹ 17169,10327,0.663
61,51-65,Delhi NCR,SUNIVZ,1963,Qtr 4,October,20,₹ 40607,24425,0.663
61,51-65,Delhi NCR,SUNK6YX,1963,Qtr 4,December,19,₹ 287280,172800,0.663
61,51-65,Delhi NCR,SUNKFYK,1963,Qtr 4,October,15,₹ 295898,177984,0.663
61,51-65,Delhi NCR,SUNKIMN,1963,Qtr 4,October,12,₹ 49218,29605,0.663
61,51-65,Delhi NCR,SUNKOPD,1963,Qtr 2,May,23,₹ 75795,45591,0.663
61,51-65,Delhi NCR,SUNLYVK,1963,Qtr 2,June,26,₹ 28489,17136,0.663
61,51-65,Delhi NCR,SUNNI5E,1963,Qtr 2,April,5,₹ 96799,58225,0.663
61,51-65,Delhi NCR,SUNOI7,1963,Qtr 1,January,9,₹ 51042,30702,0.663
61,51-65,Delhi NCR,SUNOVPO,1963,Qtr 3,July,4,₹ 179326,107865,0.663
61,51-65,Delhi NCR,SUNPPZ,1963,Qtr 4,November,3,₹ 73823,44405,0.663
61,51-65,Delhi NCR,SUNR3RG,1963,Qtr 3,July,29,₹ 293026,176256,0.663
61,51-65,Delhi NCR,SUNRCY,1963,Qtr 4,December,18,₹ 176426,106121,0.663
61,51-65,Delhi NCR,SUNSC,1963,Qtr 4,November,11,₹ 41104,24724,0.663
61,51-65,Delhi NCR,SUNSQOV,1963,Qtr 2,April,28,₹ 79684,47930,0.663
61,51-65,Delhi NCR,SUNSUKU,1963,Qtr 1,February,18,₹ 39080,23507,0.663
61,51-65,Delhi NCR,SUNTCS,1963,Qtr 2,June,17,₹ 17425,10481,0.663
61,51-65,Delhi NCR,SUNTFX,1963,Qtr 2,April,19,₹ 41396,24900,0.663
61,51-65,Delhi NCR,SUNTNDY,1963,Qtr 2,April,3,₹ 192298,115668,0.663
61,51-65,Delhi NCR,SUNU8Q,1963,Qtr 1,February,23,₹ 293265,176400,0.663
61,51-65,Delhi NCR,SUNUAJ4,1963,Qtr 3,August,3,₹ 12416,7468,0.663
61,51-65,Delhi NCR,SUNVCCO,1963,Qtr 4,November,10,₹ 27531,16560,0.663
61,51-65,Delhi NCR,SUNW06,1963,Qtr 1,January,6,₹ 279300,168000,0.663
61,51-65,Delhi NCR,SUNWDX6,1963,Qtr 3,July,7,₹ 106091,63814,0.663
61,51-65,Delhi NCR,SUNWTJ,1963,Qtr 1,March,8,₹ 274712,165240,0.663
61,51-65,Delhi NCR,SUNX7A,1963,Qtr 1,January,30,₹ 17933,10787,0.663
61,51-65,Hyderabad,SUN05I,1963,Qtr 1,February,1,₹ 281295,169200,0.663
61,51-65,Hyderabad,SUN0C0,1963,Qtr 4,December,4,₹ 12209,7344,0.663
61,51-65,Hyderabad,SUN0E8C,1963,Qtr 4,November,12,₹ 186015,111889,0.663
61,51-65,Hyderabad,SUN0TS,1963,Qtr 2,April,7,₹ 180280,108439,0.663
61,51-65,Hyderabad,SUN18D,1963,Qtr 3,July,3,₹ 271320,163200,0.663
61,51-65,Hyderabad,SUN1RB,1963,Qtr 3,August,19,₹ 53293,32056,0.663
61,51-65,Hyderabad,SUN28G,1963,Qtr 1,March,4,₹ 75995,45711,0.663
61,51-65,Hyderabad,SUN3YB,1963,Qtr 3,August,7,₹ 17082,10275,0.663
61,51-65,Hyderabad,SUN4AD,1963,Qtr 2,May,19,₹ 98247,59096,0.663
61,51-65,Hyderabad,SUN73N,1963,Qtr 3,July,5,₹ 291789,175512,0.663
61,51-65,Hyderabad,SUN76CQ,1963,Qtr 2,May,14,₹ 297455,178920,0.663
61,51-65,Hyderabad,SUN7IO,1963,Qtr 3,July,1,₹ 297455,178920,0.663
61,51-65,Hyderabad,SUN7K5,1963,Qtr 2,June,7,₹ 51042,30702,0.663
61,51-65,Hyderabad,SUNBG9A,1963,Qtr 4,October,22,₹ 11616,6987,0.663
61,51-65,Hyderabad,SUNBYEE,1963,Qtr 2,June,12,₹ 11870,7140,0.663
61,51-65,Hyderabad,SUNC27,1963,Qtr 2,June,29,₹ 52646,31667,0.663
61,51-65,Hyderabad,SUNDCQN,1963,Qtr 3,August,11,₹ 51542,31003,0.663
61,51-65,Hyderabad,SUNEL,1963,Qtr 4,December,30,₹ 180280,108439,0.663
61,51-65,Hyderabad,SUNEPC3,1963,Qtr 3,September,20,₹ 74836,45014,0.663
61,51-65,Hyderabad,SUNMJ5N,1963,Qtr 3,July,24,₹ 38592,23213,0.663
61,51-65,Hyderabad,SUNQD5,1963,Qtr 4,October,21,₹ 276746,166464,0.663
61,51-65,Hyderabad,SUNSEZ,1963,Qtr 1,January,27,₹ 28081,16891,0.663
61,51-65,Hyderabad,SUNU75W,1963,Qtr 1,January,8,₹ 40035,24081,0.663
61,51-65,Hyderabad,SUNU98X,1963,Qtr 4,November,12,₹ 17830,10725,0.663
61,51-65,Hyderabad,SUNU9YZ,1963,Qtr 1,January,15,₹ 180318,108462,0.663
61,51-65,Hyderabad,SUNVF6,1963,Qtr 4,October,22,₹ 54045,32508,0.663
61,51-65,Hyderabad,SUNXQ,1963,Qtr 3,September,30,₹ 104797,63036,0.663
61,51-65,Hyderabad,SUNZN7Z,1963,Qtr 3,August,18,₹ 51418,30928,0.663
61,51-65,Indore,SUN47BI,1963,Qtr 4,December,27,₹ 51042,30702,0.663
61,51-65,Indore,SUN7FR,1963,Qtr 4,November,24,₹ 278781,167688,0.663
61,51-65,Indore,SUNBYN1,1963,Qtr 1,February,21,₹ 18060,10863,0.663
61,51-65,Indore,SUNCXNJ,1963,Qtr 1,February,3,₹ 101639,61136,0.663
61,51-65,Indore,SUNH6G,1963,Qtr 2,May,23,₹ 51794,31154,0.663
61,51-65,Indore,SUNLLM,1963,Qtr 1,January,12,₹ 75995,45711,0.663
61,51-65,Indore,SUNLPZA,1963,Qtr 2,April,9,₹ 18590,11182,0.663
61,51-65,Indore,SUNOHV4,1963,Qtr 2,April,8,₹ 75453,45385,0.663
61,51-65,Indore,SUNPYM,1963,Qtr 2,April,13,₹ 18366,11047,0.663
61,51-65,Indore,SUNQK4U,1963,Qtr 1,March,25,₹ 101745,61200,0.663
61,51-65,Indore,SUNSD8F,1963,Qtr 3,July,20,₹ 51794,31154,0.663
61,51-65,Indore,SUNUBJ0,1963,Qtr 2,April,15,₹ 18622,11201,0.663
61,51-65,Indore,SUNV4,1963,Qtr 1,February,26,₹ 40813,24549,0.663
61,51-65,Indore,SUNVLE,1963,Qtr 2,April,2,₹ 29955,18018,0.663
61,51-65,Indore,SUNY31,1963,Qtr 4,December,3,₹ 27930,16800,0.663
61,51-65,Indore,SUNYIRM,1963,Qtr 4,December,16,₹ 100432,60410,0.663
61,51-65,Mumbai,SUN07P3,1963,Qtr 4,November,15,₹ 101158,60847,0.663
61,51-65,Mumbai,SUN099,1963,Qtr 4,December,7,₹ 17805,10710,0.663
61,51-65,Mumbai,SUN0RXO,1963,Qtr 2,June,10,₹ 51794,31154,0.663
61,51-65,Mumbai,SUN1WP,1963,Qtr 1,January,8,₹ 37759,22712,0.663
61,51-65,Mumbai,SUN216Q,1963,Qtr 4,December,28,₹ 17425,10481,0.663
61,51-65,Mumbai,SUN3HJH,1963,Qtr 2,April,18,₹ 103865,62475,0.663
61,51-65,Mumbai,SUN46LH,1963,Qtr 3,August,31,₹ 177723,106901,0.663
61,51-65,Mumbai,SUN4F6,1963,Qtr 4,October,7,₹ 100897,60690,0.663
61,51-65,Mumbai,SUN4JDF,1963,Qtr 4,November,14,₹ 40607,24425,0.663
61,51-65,Mumbai,SUN4ML7,1963,Qtr 1,February,12,₹ 293265,176400,0.663
61,51-65,Mumbai,SUN52OS,1963,Qtr 3,August,6,₹ 182085,109525,0.663
61,51-65,Mumbai,SUN533,1963,Qtr 3,July,21,₹ 17933,10787,0.663
61,51-65,Mumbai,SUN5T2X,1963,Qtr 4,November,30,₹ 101745,61200,0.663
61,51-65,Mumbai,SUN6393,1963,Qtr 3,August,6,₹ 12045,7245,0.663
61,51-65,Mumbai,SUN6G0,1963,Qtr 1,January,11,₹ 51406,30921,0.663
61,51-65,Mumbai,SUN7U2R,1963,Qtr 2,June,15,₹ 184285,110848,0.663
61,51-65,Mumbai,SUN827F,1963,Qtr 1,March,23,₹ 52168,31379,0.663
61,51-65,Mumbai,SUN94B,1963,Qtr 2,May,30,₹ 100177,60257,0.663
61,51-65,Mumbai,SUN9ZVZ,1963,Qtr 2,April,5,₹ 72201,43429,0.663
61,51-65,Mumbai,SUNDAC,1963,Qtr 2,May,3,₹ 76871,46238,0.663
61,51-65,Mumbai,SUNF1Z,1963,Qtr 4,November,9,₹ 271320,163200,0.663
61,51-65,Mumbai,SUNGO0,1963,Qtr 1,March,15,₹ 286921,172584,0.663
61,51-65,Mumbai,SUNINK,1963,Qtr 3,July,24,₹ 18442,11093,0.663
61,51-65,Mumbai,SUNJME5,1963,Qtr 1,February,14,₹ 39647,23848,0.663
61,51-65,Mumbai,SUNKK33,1963,Qtr 4,December,24,₹ 75995,45711,0.663
61,51-65,Mumbai,SUNLLG,1963,Qtr 2,May,8,₹ 12416,7468,0.663
61,51-65,Mumbai,SUNM73,1963,Qtr 3,September,15,₹ 186956,112455,0.663
61,51-65,Mumbai,SUNMZN,1963,Qtr 3,August,21,₹ 193633,116471,0.663
61,51-65,Mumbai,SUNOTS,1963,Qtr 3,August,1,₹ 50312,30263,0.663
61,51-65,Mumbai,SUNOXIV,1963,Qtr 4,November,20,₹ 185507,111583,0.663
61,51-65,Mumbai,SUNP1,1963,Qtr 3,September,24,₹ 284886,171360,0.663
61,51-65,Mumbai,SUNR15,1963,Qtr 2,June,3,₹ 39749,23909,0.663
61,51-65,Mumbai,SUNR1UW,1963,Qtr 4,December,2,₹ 274712,165240,0.663
61,51-65,Mumbai,SUNRAQY,1963,Qtr 1,January,7,₹ 50806,30560,0.663
61,51-65,Mumbai,SUNRBHP,1963,Qtr 4,November,23,₹ 182085,109525,0.663
61,51-65,Mumbai,SUNS4M7,1963,Qtr 1,January,22,₹ 40779,24529,0.663
61,51-65,Mumbai,SUNUOFA,1963,Qtr 1,February,14,₹ 74836,45014,0.663
61,51-65,Mumbai,SUNV7N0,1963,Qtr 3,July,30,₹ 97294,58523,0.663
61,51-65,Mumbai,SUNW22,1963,Qtr 3,July,30,₹ 284886,171360,0.663
61,51-65,Mumbai,SUNW43,1963,Qtr 3,July,2,₹ 189946,114253,0.663
61,51-65,Mumbai,SUNWZM,1963,Qtr 3,August,1,₹ 51772,31141,0.663
61,51-65,Mumbai,SUNYD7X,1963,Qtr 1,March,20,₹ 39647,23848,0.663
61,51-65,Mumbai,SUNZ5,1963,Qtr 2,June,7,₹ 11721,7050,0.663
61,51-65,Mumbai,SUNZX,1963,Qtr 1,March,4,₹ 103865,62475,0.663
62,51-65,Chennai,SUN08W,1962,Qtr 1,March,9,₹ 103309,62029,0.666
62,51-65,Chennai,SUN0I,1962,Qtr 4,December,8,₹ 11805,7088,0.666
62,51-65,Chennai,SUN520F,1962,Qtr 1,March,13,₹ 103527,62160,0.666
62,51-65,Chennai,SUN61VV,1962,Qtr 2,May,26,₹ 39496,23714,0.666
62,51-65,Chennai,SUNBP6X,1962,Qtr 2,May,10,₹ 40595,24374,0.666
62,51-65,Chennai,SUNF0YZ,1962,Qtr 3,July,24,₹ 79827,47930,0.666
62,51-65,Chennai,SUNLR1,1962,Qtr 3,August,10,₹ 176745,106121,0.666
62,51-65,Chennai,SUNNRO,1962,Qtr 4,October,26,₹ 11579,6952,0.666
62,51-65,Chennai,SUNO7E,1962,Qtr 2,April,26,₹ 101341,60847,0.666
62,51-65,Chennai,SUNOVUH,1962,Qtr 3,August,3,₹ 51499,30921,0.666
62,51-65,Chennai,SUNS7SG,1962,Qtr 2,June,12,₹ 51134,30702,0.666
62,51-65,Chennai,SUNSFTA,1962,Qtr 1,March,20,₹ 181943,109242,0.666
62,51-65,Chennai,SUNTRM,1962,Qtr 4,November,6,₹ 52262,31379,0.666
62,51-65,Chennai,SUNVJV4,1962,Qtr 2,June,25,₹ 17456,10481,0.666
62,51-65,Chennai,SUNYDF4,1962,Qtr 1,January,27,₹ 296432,177984,0.666
62,51-65,Chennai,SUNZXX7,1962,Qtr 2,May,23,₹ 53111,31889,0.666
62,51-65,Chennai,SUNZZ4,1962,Qtr 4,December,11,₹ 73915,44380,0.666
62,51-65,Delhi NCR,SUN0UU,1962,Qtr 2,June,6,₹ 273808,164400,0.666
62,51-65,Delhi NCR,SUN0VD,1962,Qtr 3,August,7,₹ 52262,31379,0.666
62,51-65,Delhi NCR,SUN154,1962,Qtr 3,August,30,₹ 29231,17551,0.666
62,51-65,Delhi NCR,SUN2D7B,1962,Qtr 4,December,2,₹ 188976,113465,0.666
62,51-65,Delhi NCR,SUN2DBC,1962,Qtr 2,May,18,₹ 172005,103275,0.666
62,51-65,Delhi NCR,SUN2FQ,1962,Qtr 3,September,12,₹ 101079,60690,0.666
62,51-65,Delhi NCR,SUN2WK,1962,Qtr 1,January,21,₹ 29643,17798,0.666
62,51-65,Delhi NCR,SUN2Y43,1962,Qtr 1,January,29,₹ 76555,45965,0.666
62,51-65,Delhi NCR,SUN3N4J,1962,Qtr 2,April,10,₹ 42054,25250,0.666
62,51-65,Delhi NCR,SUN3P8,1962,Qtr 3,July,12,₹ 11637,6987,0.666
62,51-65,Delhi NCR,SUN5CJ,1962,Qtr 2,June,19,₹ 98191,58956,0.666
62,51-65,Delhi NCR,SUN5LH,1962,Qtr 2,April,4,₹ 11978,7192,0.666
62,51-65,Delhi NCR,SUN5R,1962,Qtr 3,August,6,₹ 99805,59925,0.666
62,51-65,Delhi NCR,SUN6F7,1962,Qtr 1,January,28,₹ 74854,44944,0.666
62,51-65,Delhi NCR,SUN6V,1962,Qtr 1,January,26,₹ 173279,104040,0.666
62,51-65,Delhi NCR,SUN7YZ,1962,Qtr 2,April,5,₹ 53389,32056,0.666
62,51-65,Delhi NCR,SUN82MU,1962,Qtr 4,December,17,₹ 96266,57800,0.666
62,51-65,Delhi NCR,SUN841Q,1962,Qtr 3,September,19,₹ 11742,7050,0.666
62,51-65,Delhi NCR,SUN86D,1962,Qtr 4,December,12,₹ 277805,166800,0.666
62,51-65,Delhi NCR,SUN9N6E,1962,Qtr 1,January,5,₹ 304287,182700,0.666
62,51-65,Delhi NCR,SUN9ZTH,1962,Qtr 4,November,25,₹ 39496,23714,0.666
62,51-65,Delhi NCR,SUNBC7B,1962,Qtr 2,June,23,₹ 74501,44732,0.666
62,51-65,Delhi NCR,SUNBR84,1962,Qtr 1,March,21,₹ 53111,31889,0.666
62,51-65,Delhi NCR,SUNCBQ,1962,Qtr 1,February,10,₹ 100513,60350,0.666
62,51-65,Delhi NCR,SUNDD1O,1962,Qtr 2,June,1,₹ 27381,16440,0.666
62,51-65,Delhi NCR,SUNDRE1,1962,Qtr 4,December,31,₹ 17987,10800,0.666
