customer_code,date,Sum of final_premium_amt(INR),policy_id,sales_mode
SUNX8T,2023-03-05 00:00:00,9135,POL4331HEL,Online-Website
SUNX8V,2023-03-04 00:00:00,20691,POL5319HEL,Online-Website
SUNX8YC,2023-01-15 00:00:00,9257,POL4331HEL,Online-App
SUNX9,2023-02-04 00:00:00,53843,POL9221HEL,Offline-Agent
SUNX906,2022-12-25 00:00:00,12852,POL3309HEL,Offline-Direct
SUNX92B,2022-11-27 00:00:00,5250,POL4321HEL,Offline-Agent
SUNX96B,2023-02-06 00:00:00,5150,POL4321HEL,Offline-Direct
SUNX97,2022-11-29 00:00:00,33602,POL6093HEL,Offline-Agent
SUNX97S,2023-03-28 00:00:00,10001,POL4331HEL,Online-App
SUNX98,2023-04-29 00:00:00,8348,POL4331HEL,Offline-Agent
SUNX98E,2023-03-19 00:00:00,20691,POL5319HEL,Offline-Agent
SUNX9B,2023-02-18 00:00:00,24581,POL6303HEL,Offline-Agent
SUNX9C0,2023-03-22 00:00:00,194040,POL2005HEL,Online-App
SUNX9CH,2022-12-10 00:00:00,8058,POL4321HEL,Online-Website
SUNX9D,2023-03-15 00:00:00,27881,POL5319HEL,Offline-Agent
SUNX9DT,2022-11-11 00:00:00,7500,POL4331HEL,Offline-Agent
SUNX9ET,2023-04-10 00:00:00,59351,POL9221HEL,Offline-Agent
SUNX9F,2023-01-07 00:00:00,6732,POL4321HEL,Online-App
SUNX9FG,2023-01-21 00:00:00,99878,POL1048HEL,Offline-Agent
SUNX9G,2023-02-18 00:00:00,22189,POL5319HEL,Offline-Agent
SUNX9GH,2022-12-25 00:00:00,10175,POL4331HEL,Online-App
SUNX9GP,2023-03-19 00:00:00,14994,POL3309HEL,Online-App
SUNX9H,2023-04-04 00:00:00,7875,POL4331HEL,Online-App
SUNX9HT,2023-03-19 00:00:00,25736,POL6303HEL,Offline-Agent
SUNX9HY,2023-01-06 00:00:00,51153,POL9221HEL,Offline-Direct
SUNX9MX,2022-11-16 00:00:00,12600,POL3309HEL,Offline-Agent
SUNX9N,2022-12-18 00:00:00,17715,POL5319HEL,Offline-Direct
SUNX9UJ,2023-03-22 00:00:00,36281,POL6093HEL,Online-Website
SUNX9XM,2023-01-09 00:00:00,132192,POL2005HEL,Online-Website
SUNX9YL,2022-12-31 00:00:00,25219,POL6303HEL,Offline-Direct
SUNX9ZC,2022-11-20 00:00:00,21209,POL5319HEL,Offline-Agent
SUNXA,2023-03-07 00:00:00,19815,POL5319HEL,Offline-Agent
SUNXA0,2023-03-11 00:00:00,9135,POL4331HEL,Online-Website
SUNXA09,2023-01-13 00:00:00,22144,POL5319HEL,Online-Website
SUNXA1,2023-01-14 00:00:00,5355,POL4321HEL,Offline-Direct
SUNXA3,2023-01-14 00:00:00,21633,POL5319HEL,Offline-Direct
SUNXA3V,2023-04-22 00:00:00,98800,POL1048HEL,Online-App
SUNXA46,2023-04-02 00:00:00,199080,POL2005HEL,Online-App
SUNXA6,2022-11-27 00:00:00,84915,POL1048HEL,Offline-Agent
SUNXAC1,2023-01-22 00:00:00,43004,POL6093HEL,Offline-Direct
SUNXAGK,2023-01-03 00:00:00,9792,POL4331HEL,Online-App
SUNXAL,2022-11-16 00:00:00,9225,POL4331HEL,Offline-Agent
SUNXAMU,2022-12-07 00:00:00,42034,POL6093HEL,Offline-Agent
SUNXAO,2023-02-05 00:00:00,39181,POL6093HEL,Offline-Direct
SUNXAP9,2023-02-07 00:00:00,163152,POL2005HEL,Offline-Agent
SUNXAS,2022-11-13 00:00:00,21042,POL5319HEL,Offline-Agent
SUNXAWL,2022-12-03 00:00:00,47251,POL9221HEL,Online-Website
SUNXAY,2023-02-06 00:00:00,25688,POL6303HEL,Online-Website
SUNXAZ,2023-02-21 00:00:00,17180,POL3309HEL,Offline-Agent
SUNXAZO,2023-01-07 00:00:00,22485,POL5319HEL,Offline-Agent
SUNXAZW,2023-03-06 00:00:00,27090,POL6303HEL,Offline-Agent
SUNXB,2023-03-24 00:00:00,6458,POL4321HEL,Online-Website
SUNXB30,2023-01-06 00:00:00,138312,POL2005HEL,Offline-Agent
SUNXB45,2023-03-11 00:00:00,196560,POL2005HEL,Online-Website
SUNXB8,2023-04-23 00:00:00,6405,POL4321HEL,Online-App
SUNXB85,2023-02-07 00:00:00,189108,POL2005HEL,Online-App
SUNXB9,2022-12-03 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXBA,2023-01-05 00:00:00,38154,POL6093HEL,Offline-Direct
SUNXBE,2023-03-28 00:00:00,25426,POL5319HEL,Online-App
SUNXBFD,2022-11-18 00:00:00,42478,POL6093HEL,Offline-Agent
SUNXBGO,2023-04-11 00:00:00,41273,POL6093HEL,Online-App
SUNXBMR,2023-03-19 00:00:00,25736,POL6303HEL,Offline-Direct
SUNXBT8,2023-03-04 00:00:00,13860,POL3309HEL,Offline-Agent
SUNXBTP,2023-04-16 00:00:00,6090,POL4321HEL,Offline-Direct
SUNXBU,2023-03-09 00:00:00,58012,POL9221HEL,Offline-Agent
SUNXBU6,2023-04-12 00:00:00,172620,POL2005HEL,Online-App
SUNXBVO,2023-04-30 00:00:00,12285,POL4331HEL,Offline-Agent
SUNXBVT,2022-11-07 00:00:00,18871,POL5319HEL,Offline-Direct
SUNXBW,2023-03-14 00:00:00,38611,POL6093HEL,Online-App
SUNXBY,2022-12-11 00:00:00,19759,POL5319HEL,Online-App
SUNXBZ,2022-11-06 00:00:00,42500,POL9221HEL,Offline-Direct
SUNXBZ6,2022-11-23 00:00:00,27090,POL6303HEL,Offline-Direct
SUNXC,2023-03-19 00:00:00,9765,POL4331HEL,Online-App
SUNXC0,2023-04-05 00:00:00,5512,POL4321HEL,Offline-Agent
SUNXC32,2022-12-18 00:00:00,14566,POL3309HEL,Offline-Agent
SUNXC5,2022-11-03 00:00:00,12000,POL3309HEL,Offline-Agent
SUNXC6,2023-01-19 00:00:00,38154,POL6093HEL,Offline-Agent
SUNXC9,2023-03-31 00:00:00,8269,POL4331HEL,Offline-Agent
SUNXCB,2023-03-10 00:00:00,53996,POL9221HEL,Offline-Agent
SUNXCBY,2023-04-01 00:00:00,24832,POL6303HEL,Offline-Agent
SUNXCCE,2023-03-07 00:00:00,15120,POL3309HEL,Offline-Agent
SUNXCD,2023-03-04 00:00:00,19288,POL5319HEL,Offline-Agent
SUNXCHD,2023-02-22 00:00:00,12978,POL3309HEL,Offline-Direct
SUNXCI,2023-01-03 00:00:00,5100,POL4321HEL,Offline-Direct
SUNXCN,2023-01-29 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXCOI,2022-11-06 00:00:00,39308,POL6093HEL,Offline-Agent
SUNXCQ,2023-03-21 00:00:00,17388,POL3309HEL,Online-App
SUNXCS,2023-02-25 00:00:00,56032,POL9221HEL,Offline-Agent
SUNXCW,2023-03-13 00:00:00,53104,POL9221HEL,Offline-Agent
SUNXCX6,2023-03-14 00:00:00,27179,POL5319HEL,Online-Website
SUNXCXS,2023-03-28 00:00:00,13734,POL3309HEL,Offline-Agent
SUNXCZB,2023-03-17 00:00:00,17535,POL5319HEL,Offline-Agent
SUNXD,2022-11-04 00:00:00,22712,POL5319HEL,Offline-Agent
SUNXD1,2023-02-18 00:00:00,14585,POL3309HEL,Online-App
SUNXD1F,2022-11-05 00:00:00,96390,POL1048HEL,Offline-Agent
SUNXD3,2022-11-07 00:00:00,5200,POL4321HEL,Offline-Agent
SUNXD4W,2023-03-14 00:00:00,44269,POL6093HEL,Offline-Agent
SUNXD6,2023-01-05 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXD62,2023-03-17 00:00:00,94784,POL1048HEL,Offline-Agent
SUNXD8Q,2023-03-29 00:00:00,5985,POL4321HEL,Offline-Direct
SUNXD9Y,2022-11-20 00:00:00,8250,POL4331HEL,Offline-Direct
SUNXDB,2023-01-01 00:00:00,7650,POL4331HEL,Offline-Agent
SUNXDF2,2023-01-14 00:00:00,5100,POL4321HEL,Offline-Direct
SUNXDG,2023-03-09 00:00:00,7875,POL4331HEL,Offline-Agent
SUNXDIM,2022-11-27 00:00:00,16700,POL5319HEL,Offline-Agent
SUNXDM,2023-02-01 00:00:00,7468,POL4321HEL,Offline-Agent
SUNXDO,2023-03-02 00:00:00,88358,POL1048HEL,Online-App
SUNXDPY,2023-03-19 00:00:00,127717,POL1048HEL,Offline-Agent
SUNXDRB,2023-02-05 00:00:00,43752,POL6093HEL,Offline-Agent
SUNXDS,2022-11-12 00:00:00,24295,POL6303HEL,Offline-Direct
SUNXE,2023-03-05 00:00:00,16884,POL3309HEL,Online-App
SUNXE1,2023-02-14 00:00:00,15326,POL3309HEL,Offline-Agent
SUNXE3,2023-02-03 00:00:00,13472,POL3309HEL,Offline-Agent
SUNXE4,2023-03-01 00:00:00,80325,POL1048HEL,Offline-Agent
SUNXE5,2023-01-08 00:00:00,30263,POL6303HEL,Offline-Agent
SUNXE7,2022-12-03 00:00:00,41711,POL6093HEL,Offline-Agent
SUNXEA7,2023-01-30 00:00:00,9486,POL4331HEL,Online-Website
SUNXEE,2023-01-18 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXEFE,2022-11-14 00:00:00,5000,POL4321HEL,Offline-Direct
SUNXEH,2022-12-20 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXEHL,2022-12-13 00:00:00,61123,POL9221HEL,Offline-Agent
SUNXEO,2023-01-19 00:00:00,25219,POL6303HEL,Offline-Agent
SUNXEP,2022-11-12 00:00:00,9975,POL4331HEL,Offline-Direct
SUNXER,2023-03-14 00:00:00,53996,POL9221HEL,Offline-Agent
SUNXES,2022-11-09 00:00:00,13200,POL3309HEL,Offline-Agent
SUNXES2,2023-03-10 00:00:00,34766,POL6303HEL,Offline-Agent
SUNXEV,2023-03-05 00:00:00,6772,POL4321HEL,Offline-Agent
SUNXEVP,2023-02-28 00:00:00,98494,POL1048HEL,Offline-Direct
SUNXEW,2023-02-03 00:00:00,10429,POL4331HEL,Offline-Agent
SUNXF,2023-03-02 00:00:00,13230,POL3309HEL,Online-App
SUNXF0,2022-11-19 00:00:00,34870,POL6093HEL,Offline-Direct
SUNXF19,2022-12-03 00:00:00,6732,POL4321HEL,Offline-Agent
SUNXF3,2023-04-05 00:00:00,9844,POL4331HEL,Offline-Agent
SUNXF4,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXF4C,2022-11-27 00:00:00,14640,POL3309HEL,Offline-Agent
SUNXF5,2023-02-19 00:00:00,20469,POL5319HEL,Offline-Agent
SUNXF6,2022-12-04 00:00:00,19930,POL5319HEL,Offline-Agent
SUNXF6R,2023-02-08 00:00:00,42773,POL6093HEL,Offline-Agent
SUNXF7X,2023-03-18 00:00:00,27530,POL5319HEL,Online-Website
SUNXFA,2022-12-19 00:00:00,9257,POL4331HEL,Offline-Agent
SUNXFC,2023-04-29 00:00:00,8348,POL4321HEL,Offline-Agent
SUNXFD,2023-01-22 00:00:00,24781,POL6303HEL,Offline-Agent
SUNXFDX,2022-11-28 00:00:00,99450,POL1048HEL,Offline-Agent
SUNXFF,2022-11-19 00:00:00,7875,POL4331HEL,Offline-Agent
SUNXFG7,2023-04-09 00:00:00,190260,POL2005HEL,Online-App
SUNXFO6,2023-02-18 00:00:00,9888,POL4331HEL,Offline-Agent
SUNXFOR,2022-11-13 00:00:00,164400,POL2005HEL,Offline-Agent
SUNXFPA,2023-03-11 00:00:00,42938,POL6093HEL,Online-Website
SUNXFPM,2023-01-14 00:00:00,14810,POL3309HEL,Offline-Agent
SUNXFT,2023-04-02 00:00:00,13986,POL3309HEL,Online-Website
SUNXFW,2023-03-19 00:00:00,5460,POL4321HEL,Offline-Direct
SUNXG,2022-12-15 00:00:00,48552,POL9221HEL,Offline-Agent
SUNXG0,2022-12-03 00:00:00,186048,POL2005HEL,Offline-Agent
SUNXG2,2023-03-19 00:00:00,97193,POL1048HEL,Online-Website
SUNXG3,2023-03-31 00:00:00,14742,POL3309HEL,Offline-Agent
SUNXG5,2023-03-15 00:00:00,5250,POL4321HEL,Offline-Agent
SUNXG86,2022-12-16 00:00:00,17715,POL5319HEL,Offline-Direct
SUNXG9,2023-02-26 00:00:00,45964,POL9221HEL,Offline-Direct
SUNXG93,2022-11-25 00:00:00,11775,POL4331HEL,Offline-Direct
SUNXGAE,2023-04-08 00:00:00,5250,POL4321HEL,Offline-Agent
SUNXGE,2023-01-01 00:00:00,51088,POL6093HEL,Offline-Direct
SUNXGHY,2023-02-19 00:00:00,8884,POL4331HEL,Offline-Agent
SUNXGK,2022-12-10 00:00:00,45268,POL6093HEL,Offline-Agent
SUNXGM3,2023-04-02 00:00:00,96390,POL1048HEL,Offline-Agent
SUNXGMJ,2022-12-04 00:00:00,6936,POL4321HEL,Offline-Agent
SUNXGN,2023-02-23 00:00:00,155736,POL2005HEL,Offline-Agent
SUNXGQE,2023-01-08 00:00:00,53754,POL9221HEL,Offline-Agent
SUNXGQS,2023-02-18 00:00:00,5356,POL4321HEL,Offline-Agent
SUNXGR,2022-12-16 00:00:00,17034,POL5319HEL,Online-App
SUNXGS0,2023-03-25 00:00:00,14616,POL3309HEL,Online-Website
SUNXGT,2022-12-29 00:00:00,25439,POL6303HEL,Online-Website
SUNXGT9,2022-12-15 00:00:00,9409,POL4331HEL,Offline-Agent
SUNXGU,2022-11-13 00:00:00,103275,POL1048HEL,Offline-Agent
SUNXGV,2023-03-21 00:00:00,5250,POL4321HEL,Online-Website
SUNXGV4,2023-01-30 00:00:00,24562,POL6303HEL,Offline-Agent
SUNXGX,2023-02-26 00:00:00,52092,POL9221HEL,Offline-Agent
SUNXGXB,2023-02-21 00:00:00,20813,POL5319HEL,Offline-Agent
SUNXGY,2023-02-19 00:00:00,8111,POL4331HEL,Offline-Agent
SUNXH,2023-03-06 00:00:00,8269,POL4331HEL,Online-App
SUNXH0R,2023-01-27 00:00:00,8109,POL4331HEL,Offline-Direct
SUNXH2,2023-03-18 00:00:00,5460,POL4321HEL,Offline-Agent
SUNXH2S,2023-03-13 00:00:00,37612,POL6093HEL,Offline-Agent
SUNXH32,2023-04-29 00:00:00,26478,POL5319HEL,Online-App
SUNXH4,2023-02-27 00:00:00,13720,POL3309HEL,Offline-Agent
SUNXH5,2022-12-11 00:00:00,15178,POL3309HEL,Offline-Direct
SUNXH6I,2022-12-15 00:00:00,17136,POL3309HEL,Online-App
SUNXH6T,2022-11-20 00:00:00,24940,POL6303HEL,Offline-Agent
SUNXH9I,2023-03-25 00:00:00,31154,POL6303HEL,Offline-Direct
SUNXHB,2023-03-24 00:00:00,20867,POL5319HEL,Offline-Direct
SUNXHD,2023-01-25 00:00:00,93636,POL1048HEL,Offline-Agent
SUNXHF,2022-11-12 00:00:00,5000,POL4321HEL,Offline-Direct
SUNXHIH,2022-11-20 00:00:00,7500,POL4331HEL,Offline-Agent
SUNXHK8,2022-11-17 00:00:00,79560,POL1048HEL,Offline-Direct
SUNXHLC,2023-03-03 00:00:00,8662,POL4331HEL,Offline-Agent
SUNXHM,2023-04-30 00:00:00,5512,POL4321HEL,Offline-Agent
SUNXHP,2023-04-04 00:00:00,39942,POL6093HEL,Online-Website
SUNXHP0,2023-02-01 00:00:00,19093,POL5319HEL,Online-App
SUNXHQ,2023-02-27 00:00:00,14585,POL3309HEL,Offline-Agent
SUNXHQ6,2022-11-26 00:00:00,7800,POL4331HEL,Offline-Agent
SUNXHR,2023-03-11 00:00:00,5250,POL4321HEL,Offline-Agent
SUNXHRT,2023-03-29 00:00:00,19113,POL5319HEL,Online-Website
SUNXHS5,2022-11-03 00:00:00,5300,POL4321HEL,Offline-Agent
SUNXHUQ,2023-02-14 00:00:00,5408,POL4321HEL,Online-App
SUNXHW,2023-03-29 00:00:00,57120,POL9221HEL,Offline-Direct
SUNXHWL,2022-12-11 00:00:00,48119,POL9221HEL,Offline-Agent
SUNXI,2023-02-05 00:00:00,23737,POL5319HEL,Offline-Direct
SUNXI2L,2022-12-28 00:00:00,68059,POL9221HEL,Offline-Direct
SUNXI9Y,2023-02-15 00:00:00,12360,POL3309HEL,Online-App
SUNXIBY,2023-03-07 00:00:00,14994,POL3309HEL,Offline-Agent
SUNXIC,2023-04-22 00:00:00,17535,POL5319HEL,Online-App
SUNXIIS,2023-01-23 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXIJQ,2023-01-30 00:00:00,8645,POL4331HEL,Offline-Agent
SUNXINY,2023-02-12 00:00:00,6644,POL4321HEL,Offline-Agent
SUNXIQQ,2023-03-12 00:00:00,21568,POL5319HEL,Offline-Direct
SUNXIU,2023-03-06 00:00:00,8269,POL4331HEL,Online-Website
SUNXIWB,2022-12-16 00:00:00,66759,POL9221HEL,Offline-Agent
SUNXIX,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXIXL,2023-03-07 00:00:00,18412,POL5319HEL,Offline-Agent
SUNXIXO,2022-12-31 00:00:00,8033,POL4331HEL,Online-Website
SUNXIY7,2022-12-18 00:00:00,10098,POL4331HEL,Online-Website
SUNXJ,2023-03-31 00:00:00,6142,POL4321HEL,Online-App
SUNXJ2,2023-03-27 00:00:00,11182,POL4331HEL,Online-Website
SUNXJ4,2023-01-24 00:00:00,28728,POL6303HEL,Offline-Agent
SUNXJ5,2022-12-11 00:00:00,12974,POL3309HEL,Offline-Agent
SUNXJ84,2022-11-06 00:00:00,92565,POL1048HEL,Offline-Agent
SUNXJC8,2023-04-16 00:00:00,50260,POL6093HEL,Offline-Agent
SUNXJE4,2023-04-25 00:00:00,6352,POL4321HEL,Online-Website
SUNXJF2,2022-11-27 00:00:00,6150,POL4321HEL,Offline-Direct
SUNXJIM,2022-11-01 00:00:00,45014,POL6093HEL,Offline-Direct
SUNXJJM,2023-01-14 00:00:00,49419,POL9221HEL,Offline-Agent
SUNXJMN,2023-01-23 00:00:00,21974,POL5319HEL,Offline-Agent
SUNXJQ,2023-03-12 00:00:00,177660,POL2005HEL,Online-Website
SUNXJS1,2023-04-22 00:00:00,139860,POL2005HEL,Offline-Agent
SUNXJT,2023-02-05 00:00:00,24360,POL6303HEL,Offline-Agent
SUNXJTW,2022-11-19 00:00:00,7950,POL4331HEL,Offline-Agent
SUNXJX,2023-03-26 00:00:00,20165,POL5319HEL,Online-App
SUNXJY,2023-01-14 00:00:00,18567,POL5319HEL,Offline-Direct
SUNXK,2023-02-26 00:00:00,5408,POL4321HEL,Offline-Direct
SUNXK0,2023-01-12 00:00:00,34869,POL6303HEL,Offline-Agent
SUNXK01,2023-03-05 00:00:00,9686,POL4331HEL,Offline-Agent
SUNXK11,2023-03-25 00:00:00,16380,POL3309HEL,Offline-Agent
SUNXK3,2023-03-20 00:00:00,19656,POL3309HEL,Offline-Agent
SUNXK30,2023-04-08 00:00:00,157500,POL2005HEL,Online-Website
SUNXK7J,2023-04-25 00:00:00,8662,POL4331HEL,Online-App
SUNXK8,2023-04-29 00:00:00,7875,POL4331HEL,Online-Website
SUNXKC,2023-01-27 00:00:00,139536,POL2005HEL,Online-Website
SUNXKC0,2023-01-08 00:00:00,37831,POL6093HEL,Offline-Agent
SUNXKE,2023-01-23 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXKES,2023-01-19 00:00:00,41388,POL6093HEL,Offline-Agent
SUNXKJL,2023-02-18 00:00:00,51654,POL9221HEL,Offline-Agent
SUNXKMP,2022-11-20 00:00:00,42161,POL6093HEL,Offline-Agent
SUNXKP5,2023-03-28 00:00:00,48263,POL6093HEL,Online-Website
SUNXKPE,2022-11-12 00:00:00,33285,POL6093HEL,Offline-Agent
SUNXKRI,2023-03-20 00:00:00,33285,POL6093HEL,Online-Website
SUNXKS,2023-02-16 00:00:00,26795,POL6303HEL,Online-Website
SUNXKV,2022-11-19 00:00:00,13800,POL3309HEL,Offline-Agent
SUNXKV6,2022-11-03 00:00:00,5200,POL4321HEL,Offline-Agent
SUNXKW,2022-11-06 00:00:00,6650,POL4321HEL,Offline-Agent
SUNXKYX,2022-12-06 00:00:00,29825,POL6303HEL,Offline-Agent
SUNXL,2023-04-02 00:00:00,36281,POL6093HEL,Offline-Direct
SUNXL0A,2023-03-26 00:00:00,5565,POL4321HEL,Online-Website
SUNXLD,2022-12-18 00:00:00,25658,POL6303HEL,Offline-Agent
SUNXLF,2022-11-13 00:00:00,10050,POL4331HEL,Online-App
SUNXLFO,2023-02-23 00:00:00,62598,POL9221HEL,Offline-Agent
SUNXLG,2023-01-15 00:00:00,55921,POL9221HEL,Online-Website
SUNXLJ,2023-03-10 00:00:00,30025,POL6303HEL,Offline-Direct
SUNXLM6,2023-04-04 00:00:00,127717,POL1048HEL,Online-App
SUNXLO,2023-03-05 00:00:00,13104,POL3309HEL,Online-Website
SUNXLR,2023-04-11 00:00:00,20516,POL5319HEL,Online-Website
SUNXLS,2023-03-07 00:00:00,8584,POL4331HEL,Online-App
SUNXLSO,2022-12-05 00:00:00,20441,POL5319HEL,Offline-Agent
SUNXLV,2023-04-11 00:00:00,46410,POL9221HEL,Offline-Agent
SUNXLZ,2023-02-16 00:00:00,28788,POL6303HEL,Offline-Agent
SUNXM,2023-03-05 00:00:00,126914,POL1048HEL,Offline-Agent
SUNXM0,2023-02-19 00:00:00,43426,POL6093HEL,Offline-Agent
SUNXM1X,2023-04-25 00:00:00,19464,POL5319HEL,Offline-Agent
SUNXM2A,2023-03-25 00:00:00,15876,POL3309HEL,Online-Website
SUNXM4F,2023-03-26 00:00:00,11104,POL4331HEL,Offline-Agent
SUNXM8,2022-11-15 00:00:00,22044,POL5319HEL,Offline-Direct
SUNXMB,2023-03-25 00:00:00,9608,POL4331HEL,Offline-Direct
SUNXMD,2023-01-31 00:00:00,16402,POL3309HEL,Online-Website
SUNXMF,2023-04-16 00:00:00,28670,POL6303HEL,Offline-Agent
SUNXMIR,2023-04-24 00:00:00,13356,POL3309HEL,Offline-Agent
SUNXMJ5,2023-03-21 00:00:00,10159,POL4331HEL,Offline-Agent
SUNXMK8,2023-03-05 00:00:00,41939,POL6093HEL,Offline-Agent
SUNXMN2,2023-03-02 00:00:00,10001,POL4331HEL,Online-App
SUNXMO,2022-11-20 00:00:00,105570,POL1048HEL,Offline-Agent
SUNXMR,2023-03-01 00:00:00,39276,POL6093HEL,Online-App
SUNXMS,2023-01-30 00:00:00,28728,POL6303HEL,Offline-Agent
SUNXMT,2023-02-18 00:00:00,18787,POL3309HEL,Online-App
SUNXMT2,2023-03-06 00:00:00,7875,POL4331HEL,Offline-Agent
SUNXMX,2023-04-30 00:00:00,28219,POL6303HEL,Online-Website
SUNXN,2022-12-19 00:00:00,23904,POL6303HEL,Offline-Direct
SUNXN3,2023-03-06 00:00:00,194040,POL2005HEL,Offline-Agent
SUNXNCX,2022-11-30 00:00:00,27520,POL6303HEL,Offline-Agent
SUNXNEK,2022-11-25 00:00:00,16700,POL5319HEL,Offline-Direct
SUNXNEV,2022-12-27 00:00:00,14443,POL3309HEL,Online-App
SUNXNI,2022-12-04 00:00:00,19589,POL5319HEL,Offline-Agent
SUNXNK,2023-01-26 00:00:00,14688,POL3309HEL,Offline-Agent
SUNXNM,2023-03-03 00:00:00,97193,POL1048HEL,Offline-Direct
SUNXNMZ,2022-11-13 00:00:00,12480,POL3309HEL,Offline-Agent
SUNXNN,2023-02-12 00:00:00,5974,POL4321HEL,Offline-Agent
SUNXNO,2023-03-01 00:00:00,45600,POL6093HEL,Offline-Agent
SUNXNOK,2023-03-08 00:00:00,10080,POL4331HEL,Offline-Direct
SUNXNOM,2023-03-27 00:00:00,136080,POL2005HEL,Offline-Agent
SUNXNPA,2022-11-26 00:00:00,7800,POL4331HEL,Offline-Direct
SUNXNPE,2022-12-06 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXNV,2022-11-19 00:00:00,5000,POL4321HEL,Offline-Agent
SUNXNX,2023-04-30 00:00:00,26653,POL5319HEL,Online-App
SUNXO,2023-04-10 00:00:00,13860,POL3309HEL,Offline-Agent
SUNXO2D,2023-04-30 00:00:00,7508,POL4321HEL,Online-Website
SUNXO4,2023-01-06 00:00:00,12852,POL3309HEL,Offline-Agent
SUNXO6,2023-04-21 00:00:00,5250,POL4321HEL,Offline-Agent
SUNXO64,2023-04-07 00:00:00,10789,POL4331HEL,Online-App
SUNXO7,2023-03-22 00:00:00,32508,POL6303HEL,Offline-Agent
SUNXO7L,2023-03-08 00:00:00,23478,POL6303HEL,Offline-Agent
SUNXO8,2022-12-29 00:00:00,5355,POL4321HEL,Offline-Agent
SUNXO8N,2023-04-15 00:00:00,121291,POL1048HEL,Offline-Agent
SUNXOCR,2022-12-13 00:00:00,22807,POL6303HEL,Offline-Agent
SUNXOH,2022-11-15 00:00:00,5000,POL4321HEL,Offline-Agent
SUNXOM,2023-02-12 00:00:00,39181,POL6093HEL,Offline-Agent
SUNXOQJ,2022-11-05 00:00:00,27520,POL6303HEL,Offline-Direct
SUNXOR1,2023-01-24 00:00:00,78030,POL1048HEL,Offline-Agent
SUNXOS,2023-02-08 00:00:00,192816,POL2005HEL,Offline-Agent
SUNXOUA,2022-12-07 00:00:00,7701,POL4321HEL,Online-App
SUNXOX2,2023-01-14 00:00:00,33951,POL6093HEL,Offline-Agent
SUNXOY,2023-03-12 00:00:00,114062,POL1048HEL,Offline-Agent
SUNXP,2023-04-11 00:00:00,17892,POL3309HEL,Online-App
SUNXP9,2023-04-11 00:00:00,54442,POL9221HEL,Online-Website
SUNXPE,2023-01-04 00:00:00,5100,POL4321HEL,Offline-Agent
SUNXPE8,2023-04-16 00:00:00,8820,POL4331HEL,Online-Website
SUNXPI,2023-03-01 00:00:00,43603,POL6093HEL,Online-Website
SUNXPL,2023-02-25 00:00:00,111101,POL1048HEL,Offline-Direct
SUNXPO,2023-02-05 00:00:00,18749,POL5319HEL,Online-Website
SUNXPP,2023-03-12 00:00:00,49980,POL9221HEL,Offline-Direct
SUNXPSY,2023-04-19 00:00:00,23146,POL5319HEL,Offline-Direct
SUNXPWS,2023-03-02 00:00:00,52658,POL9221HEL,Offline-Agent
SUNXQ,2023-02-19 00:00:00,63036,POL9221HEL,Offline-Agent
SUNXQ0G,2023-03-06 00:00:00,25284,POL6303HEL,Offline-Agent
SUNXQ1U,2022-11-20 00:00:00,5250,POL4321HEL,Offline-Direct
SUNXQ76,2023-04-16 00:00:00,15498,POL3309HEL,Online-App
SUNXQB,2022-12-31 00:00:00,13831,POL3309HEL,Online-Website
SUNXQBN,2022-12-17 00:00:00,57222,POL9221HEL,Offline-Agent
SUNXQC,2023-04-16 00:00:00,39942,POL6093HEL,Offline-Agent
SUNXQE,2023-04-23 00:00:00,161280,POL2005HEL,Offline-Agent
SUNXQH,2023-03-07 00:00:00,25284,POL6303HEL,Online-App
SUNXQJ,2022-12-31 00:00:00,15055,POL3309HEL,Offline-Agent
SUNXQK,2023-04-23 00:00:00,89161,POL1048HEL,Offline-Agent
SUNXQO,2023-04-06 00:00:00,5250,POL4321HEL,Online-App
SUNXQT,2022-12-25 00:00:00,5100,POL4321HEL,Offline-Direct
SUNXQV,2023-02-10 00:00:00,23909,POL5319HEL,Offline-Agent
SUNXQWZ,2022-12-07 00:00:00,13342,POL3309HEL,Offline-Agent
SUNXR,2023-03-26 00:00:00,43603,POL6093HEL,Offline-Agent
SUNXR0,2023-03-25 00:00:00,63814,POL9221HEL,Offline-Agent
SUNXR1,2022-11-19 00:00:00,25800,POL6303HEL,Offline-Direct
SUNXR2,2023-03-07 00:00:00,181440,POL2005HEL,Online-App
SUNXR3,2023-04-20 00:00:00,8741,POL4331HEL,Offline-Agent
SUNXR31,2022-12-21 00:00:00,14076,POL3309HEL,Offline-Direct
SUNXR64,2023-03-29 00:00:00,6405,POL4321HEL,Offline-Agent
SUNXR6W,2023-02-03 00:00:00,6746,POL4321HEL,Offline-Agent
